User ID,name,Gender,Age,EstimatedSalary,Purchased
12756,Emma Rogers PhD,Male,28,148845,0
12757,Amanda Alexander,Male,39,51352,0
12758,Eric Berry,Male,39,124698,1
12759,Steven Caldwell,Female,41,41039,1
12760,Nicholas Conway,Male,27,17161,0
12761,Carlos Williams,Male,22,47177,-1
12762,Darren Spence,Male,44,111019,0
12763,Nathan Larson,Female,24,105088,0
12764,Stacy Nolan,Female,34,14562,1
12765,Timothy Nguyen,Male,37,79811,0
12766,Erica Allen,Male,22,27006,0
12767,Shawn Vincent,Female,35,47326,-1
12768,Jerome Berry,Female,54,125903,0
12769,Richard Hunter,Female,20,67452,1
12770,Valerie Griffin,Male,43,29073,0
12771,Janet Larson,Female,56,46576,0
12772,Joseph Cook,Female,42,33254,1
12773,William Pittman,Male,31,23780,-1
12774,Patrick Walsh,Male,40,126799,1
12775,Gwendolyn Moreno,Female,23,110321,0
12776,Dr. Blake Mullen III,Female,55,102874,1
12777,Christopher Kirk,Female,40,126817,0
12778,Benjamin Pierce,Male,56,92515,0
12779,Ana Reese,Female,45,58350,0
12780,Chloe Morales MD,Female,44,9839,0
12781,Taylor Torres,Female,39,125021,0
12782,Sara Watson,Male,44,96988,0
12783,Julie Lam,Female,50,149375,1
12784,Beth Hawkins,Female,41,94982,0
12785,Natalie Murray,Male,24,62687,1
12786,Karen Miller,Male,59,18170,0
12787,Timothy Lee,Male,27,52063,0
12788,Tammy Johnson,Female,50,12797,1
12789,Kristin Lopez,Male,28,42507,0
12790,James Boone,Female,24,58416,1
12791,Cassandra Barajas,Male,26,23116,0
12792,Chelsea Mccarthy,Male,48,86336,0
12793,Michael Thompson,Male,51,70921,1
12794,Matthew Campos,Male,38,85306,1
12795,Alexis Berger,Female,54,19625,0
12796,Jennifer Leach,Male,50,12804,1
12797,Eddie Holden,Male,32,27373,-1
12798,Hannah Lopez,Male,45,110694,0
12799,Jill Carlson,Male,37,90629,1
12800,Rachel Russell,Female,31,39894,1
12801,Yesenia Reyes,Male,35,116833,0
12802,Vicki Olson,Female,35,83082,0
12803,Samantha Beck,Male,31,112232,0
12804,Reginald Garcia,Male,55,124934,1
12805,Summer Fletcher,Male,43,136817,1
12806,Lori Jones,Female,48,52156,0
12807,Tina Kelley,Female,21,131837,1
12808,Dustin Morris,Female,41,28995,0
12809,Sarah Evans,Female,30,106972,0
12810,Renee Morrow DDS,Female,45,21839,1
12811,Mrs. Sandra Walker,Female,32,75647,1
12812,Kelly Sweeney,Female,46,114712,0
12813,Michael Cummings,Female,38,124978,0
12814,Sean Baker,Female,55,104506,0
12815,Karen Allen,Male,38,75973,0
12816,Andrea Thompson,Female,23,20625,0
12817,Elizabeth Cooper,Male,46,96781,0
12818,Robert Conley,Female,21,125607,0
12819,Nicole Nelson,Male,31,126474,0
12820,Christy Hickman,Male,26,58987,0
12821,Rita Barnes,Female,49,51889,1
12822,Sara Zimmerman,Female,36,55102,1
12823,Jeremiah Parker,Male,47,112442,0
12824,Mark Mejia,Female,55,116878,0
12825,Brian Smith,Male,50,44434,1
12826,Julia Lee,Male,42,88201,1
12827,Dan Eaton,Female,25,79239,0
12828,Donna Moore,Female,33,131090,1
12829,Sally Smith,Female,59,13134,0
12830,Angel Keller,Male,23,81526,1
12831,Angela Jones,Female,30,53488,0
12832,Stephanie Bowman,Male,50,86763,0
12833,Isabella Goodman,Male,22,62271,1
12834,Melissa Campbell,Male,42,74452,0
12835,Megan Wilson,Female,32,48440,0
12836,David Welch,Male,56,148293,0
12837,Jamie Hernandez,Female,32,62524,1
12838,Steven Leonard,Female,20,112338,1
12839,Alison Jordan,Male,56,16942,1
12840,Sara Simon,Male,54,11104,0
12841,John Medina,Male,26,141531,1
12842,Ashley Hernandez,Female,58,29104,-1
12843,Sean Mcdonald Jr.,Female,53,116439,1
12844,Dominique Jones,Male,24,72093,-1
12845,Joanna Fry,Male,47,53564,1
12846,Brian Hayes,Female,30,88365,1
12847,Lauren Warner,Female,46,60496,0
12848,Phillip Alexander,Male,23,21717,0
12849,Mr. Robert Wright,Female,57,101893,1
12850,Joshua Butler,Female,42,84766,0
12851,Susan Chapman,Male,42,148342,0
12852,Heather Chambers,Female,35,59401,0
12853,Amanda Massey,Male,44,111457,1
12854,Carolyn Green,Male,53,96111,1
12855,Deborah Davis,Female,36,148418,0
12856,Brian Quinn,Male,48,74019,0
12857,Jordan Chase,Male,57,41297,1
12858,Michael Sampson,Female,43,107721,1
12859,Daniel Beck,Female,38,125360,1
12860,Mario Howard,Female,32,12085,-1
12861,Richard Harrington,Female,40,113341,0
12862,James Steele,Male,36,79512,0
12863,Jennifer Adams,Male,32,144633,1
12864,Shannon Thompson,Male,53,25661,1
12865,Brett Baker,Female,42,111944,0
12866,Chelsea James,Male,59,132254,0
12867,Penny Hinton DVM,Male,22,104604,0
12868,Jonathan Adams,Male,43,138858,0
12869,Carolyn Schmidt,Male,48,111465,0
12870,Maureen Smith,Female,52,79159,1
12871,Thomas Bailey,Male,40,21971,1
12872,Gabriel Taylor,Female,49,114178,1
12873,Monica Horn,Female,55,71017,1
12874,Kathy Cannon,Male,53,68944,0
12875,Regina Reed,Male,37,47336,1
12876,Judith Mcdonald,Female,24,103998,0
12877,Dr. Marie Lozano,Female,20,112809,1
12878,Christopher Glass,Male,54,138589,0
12879,Danielle White,Male,44,135975,0
12880,Jennifer Wall,Male,42,11327,1
12881,Brenda Drake,Male,20,96158,1
12882,Matthew Watkins,Male,56,107386,0
12883,Kristie Marshall,Male,28,115899,1
12884,Roger Harris,Female,40,86631,1
12885,Kayla Chen,Female,20,106561,1
12886,Scott Salazar,Female,26,59445,-1
12887,Daniel Austin,Male,22,100144,1
12888,Seth Briggs,Female,52,100709,0
12889,Amanda Moss,Male,40,94155,0
12890,Mark Martinez,Female,28,44170,0
12891,Katherine Contreras,Male,26,56640,1
12892,Ethan Ayala,Male,23,48557,1
12893,Philip Saunders,Male,22,97542,-1
12894,Michael Bailey,Female,45,104272,1
12895,Tracy Kim,Female,32,82647,1
12896,Gary White,Male,45,41248,1
12897,Christopher Mejia,Male,30,9406,1
12898,Gregory Rodriguez MD,Male,25,73878,0
12899,Christine Kirby,Female,48,107474,0
12900,Jason Stanley,Female,33,84787,0
12901,Christopher Ellis,Male,38,78490,0
12902,James Hansen DDS,Female,47,108874,1
12903,Timothy Sims,Male,33,49728,1
12904,Randall Sanchez,Male,23,59176,-1
12905,Adam Singleton,Male,58,104825,0
12906,Sarah Carrillo,Male,47,88378,0
12907,Edward Graves,Male,38,22313,1
12908,Sabrina Collier,Female,55,75050,0
12909,Veronica Jordan,Male,35,143572,1
12910,Kathleen Lloyd,Male,22,118922,1
12911,Lindsay Horton,Male,21,78636,1
12912,Mallory Morgan,Female,57,51324,0
12913,Nicholas Young,Female,28,120538,0
12914,Oscar Weber,Male,35,94613,0
12915,Savannah Miller,Female,40,34093,1
12916,Emma Garcia,Female,51,112467,1
12917,Tammy Whitaker,Male,37,40795,-1
12918,Sean Gomez,Male,38,93761,1
12919,Eric Davila,Female,57,63710,0
12920,Tim Fields,Female,58,17994,0
12921,Ashley Dudley,Male,34,142460,1
12922,Jack Cooke,Male,31,30320,-1
12923,William Klein,Male,26,140804,0
12924,Sandra Jensen,Female,51,143128,0
12925,Mary Gordon,Male,25,68975,1
12926,Jorge Obrien,Female,32,34533,1
12927,Jacob Walter,Male,45,56186,1
12928,Jacob Burke,Female,22,129174,1
12929,Jenna Moore,Male,39,142102,1
12930,Pamela Adams,Female,32,20750,1
12931,Jennifer Lewis,Female,27,105834,1
12932,Peggy Vazquez,Male,23,22345,0
12933,Robert Walker,Female,33,36084,1
12934,Cindy Smith,Male,40,38923,1
12935,Michael Holden,Female,59,49607,1
12936,Margaret Weaver,Female,37,40410,1
12937,Jeremy Blair,Female,52,106183,0
12938,Phillip Smith,Female,26,89380,0
12939,Jessica Edwards,Male,26,141101,-1
12940,Jason Lynch,Female,47,100542,0
12941,Jimmy Thompson,Male,44,72294,1
12942,Casey Burns,Female,43,57861,0
12943,Tina Rhodes,Male,52,122688,0
12944,Lynn Owens,Male,44,25114,0
12945,Daniel Sutton,Male,40,55519,-1
12946,Mrs. Danielle Hernandez DDS,Female,53,53816,0
12947,Kathryn Brooks,Male,46,40464,1
12948,Billy Phillips,Male,40,67522,1
12949,Brandon Flynn,Female,50,41865,1
12950,Amy Palmer,Male,31,114466,0
12951,Abigail Waters,Male,34,89070,0
12952,Anthony Burton,Female,25,64249,0
12953,James Sanchez,Female,50,70550,0
12954,Joshua Deleon,Male,49,64165,1
12955,Patrick Carter,Female,27,50631,1
12956,Samuel Clark,Male,42,44609,0
12957,Derek Bennett,Female,29,85416,1
12958,Arthur Harris,Female,30,98011,1
12959,Connie Khan,Female,28,10104,0
12960,Chad Vazquez,Male,48,141136,0
12961,Courtney Poole,Male,36,105544,1
12962,Derek Summers,Male,48,104511,0
12963,Larry Romero,Male,43,120158,1
12964,Janice Hines,Male,57,15574,0
12965,Michael Young,Male,54,60385,0
12966,Brian Howard,Male,44,116209,1
12967,Eric Logan,Male,36,39812,0
12968,Justin Garcia,Female,23,34488,0
12969,Jessica Osborne,Male,55,28486,1
12970,Sarah Lopez,Male,42,67833,1
12971,Tina Waller,Female,38,55067,0
12972,Ariana Lang,Female,58,15296,1
12973,Sara Gross,Male,47,12609,0
12974,Patrick Williams,Male,35,32289,0
12975,Veronica Church,Male,41,113208,0
12976,Marc Garcia,Male,20,105624,1
12977,Tamara Richards,Male,34,110203,0
12978,Mr. David Cordova,Female,46,86578,1
12979,John Robertson,Female,34,80927,0
12980,Heidi Owens,Male,55,108602,0
12981,Jeffrey Martinez,Male,49,30563,1
12982,Anthony Vaughan,Female,32,86356,0
12983,Tony Nelson,Female,31,37692,1
12984,Peter Maxwell,Male,50,71150,1
12985,Donald Hill,Male,20,132702,1
12986,Mary King,Female,21,63487,1
12987,David Rogers,Male,45,112874,0
12988,Dr. Matthew Lyons,Male,52,17359,0
12989,Jason Cohen,Male,54,93808,1
12990,Samantha Thomas,Male,37,141292,0
12991,Timothy Benson,Male,50,128209,0
12992,Todd Johnson,Male,23,48819,-1
12993,Jasmine Moore,Male,34,50882,1
12994,David Wilcox,Male,41,108391,1
12995,Shawn Payne,Female,39,145232,0
12996,Tonya Owen,Female,39,55635,1
12997,Sierra Meyer,Male,53,13829,1
12998,Timothy Harris,Male,33,13845,0
12999,Steven Cannon,Female,34,97315,0
13000,Brittney Cook,Male,25,76696,0
13001,Melvin Scott,Female,59,13526,0
13002,Marcus Roach,Female,28,120916,0
13003,Nicole Donaldson,Male,54,137780,1
13004,Tiffany Schmitt,Male,40,30492,1
13005,Matthew Gutierrez,Male,36,111184,1
13006,Molly Collier,Male,36,58448,0
13007,Dakota Mitchell,Female,20,28624,1
13008,Raymond Smith,Male,55,41618,0
13009,Alexis Reyes,Male,45,118974,1
13010,Tasha Young,Male,33,118833,-1
13011,Jeffrey Gallegos,Female,48,92563,1
13012,Alexander Reynolds,Male,50,13545,0
13013,Joshua Dunn,Male,42,118120,0
13014,Kelly Perry,Female,22,109175,1
13015,Jerome Hines,Male,30,113162,0
13016,Jenny Park,Female,35,80493,1
13017,Ryan Jenkins,Male,41,51019,1
13018,Kelly Jacobs,Male,43,28504,0
13019,Jessica Duncan,Male,54,28619,-1
13020,Kevin Ayers,Male,34,114985,-1
13021,William Archer,Female,32,92421,0
13022,Pamela Escobar,Female,50,34515,1
13023,Jorge Baker,Male,45,125870,1
13024,Allison Taylor,Female,57,16918,0
13025,Sandra Howard,Female,48,147131,0
13026,Charles Fitzgerald,Male,31,41047,1
13027,Holly Shelton,Female,42,13436,0
13028,Shannon Obrien,Female,30,77764,1
13029,Sean Roy,Male,49,25360,1
13030,Harold Griffith,Male,37,138094,1
13031,Kimberly Gilbert,Female,35,81101,1
13032,Helen Beard,Female,26,129164,1
13033,Sheila Hunt,Female,37,73907,1
13034,Dr. Michael Davis,Female,53,8717,0
13035,Margaret Patton,Female,33,42691,1
13036,Rachel Thomas,Male,42,21384,1
13037,Jamie Crawford,Female,55,141359,0
13038,Cody Simmons,Male,48,121469,0
13039,Aaron Gill,Male,32,85111,0
13040,Jennifer Perry,Male,29,133325,0
13041,Matthew Baker,Female,32,27970,1
13042,Erin Miller,Female,59,147730,0
13043,Jeff Pearson,Male,21,110261,1
13044,Jennifer Turner,Female,43,129297,1
13045,Michelle Thomas,Female,59,86977,0
13046,Catherine Rivera,Male,30,67332,0
13047,Stephen Johnson,Male,20,84543,1
13048,Christine Hayes,Female,54,23539,0
13049,Karen Walker,Female,33,42796,0
13050,Samantha Lucas,Female,36,91481,0
13051,Megan Lopez,Male,24,27188,1
13052,Ashley Webb,Female,24,11649,0
13053,Roy Lee,Male,29,139664,1
13054,Johnny Gonzalez,Male,55,46090,0
13055,Linda Parker,Female,46,120630,0
13056,Lindsay Davis,Male,47,39500,1
13057,Lori Hernandez,Male,46,131347,0
13058,Bryan Dominguez,Female,21,22666,0
13059,Robert Rogers,Female,23,52775,1
13060,Ann Gibson,Male,59,112412,0
13061,Jessica Foster,Male,38,122534,0
13062,Scott Solis,Female,59,56917,0
13063,Johnathan Reed,Male,58,21295,1
13064,David Park,Female,57,132977,1
13065,David Johnson,Male,24,121963,0
13066,Alexis Davis MD,Male,27,45130,0
13067,Frank Drake,Male,23,99412,0
13068,Jennifer Munoz,Male,54,145351,1
13069,Kevin Dodson,Male,40,109128,0
13070,Jared Waters,Male,59,9408,1
13071,Kimberly Allen,Male,45,56173,0
13072,Steven Hall,Male,24,134577,1
13073,Benjamin Smith,Female,21,16911,0
13074,Nathan Flores,Female,31,108750,1
13075,Robert Lewis,Male,52,120964,1
13076,Karen Cole,Male,45,53457,0
13077,Carmen Thompson,Male,23,81170,1
13078,Mrs. Kayla Vargas PhD,Female,59,125317,1
13079,Jason Jimenez Jr.,Male,49,146516,1
13080,Donna Bell,Male,23,10751,0
13081,Victoria Gross,Male,28,137930,1
13082,Brian French,Female,21,138764,1
13083,David Meyers,Female,53,29774,-1
13084,Nicholas Wagner,Female,30,55254,1
13085,Sarah Wade,Female,27,103702,1
13086,Kathleen Boyd,Male,31,38113,0
13087,Aimee Patel,Male,30,116874,0
13088,Taylor Anderson,Female,34,75885,1
13089,Kathy Allen,Male,57,111314,1
13090,Lisa Collins,Male,43,34517,0
13091,Dennis Higgins,Male,22,31259,-1
13092,Madison Arellano,Female,29,140757,0
13093,Beverly Skinner,Male,56,137313,1
13094,Randall Yoder,Female,58,136915,1
13095,Matthew Martin,Male,39,11867,1
13096,Anne Sharp,Male,51,146525,1
13097,Michael Scott,Female,54,70855,1
13098,Amy Lane,Female,24,122662,0
13099,Dawn Sutton,Female,43,123980,-1
13100,Heather Elliott,Male,43,108571,1
13101,Kristina Levy,Male,59,121553,1
13102,Caleb Aguirre,Female,50,97222,0
13103,Tyler Ruiz,Male,37,124960,1
13104,Daniel Williams,Male,25,125990,0
13105,Grace Anthony,Female,24,31607,1
13106,Tonya Stephens,Female,20,81516,0
13107,Aaron Rodriguez,Male,28,60384,0
13108,Mary Aguilar,Female,54,91627,1
13109,Rebecca Morrow,Male,58,44410,0
13110,Paul Wade,Male,35,146217,0
13111,Mr. Roy Anderson II,Female,37,140228,0
13112,Kyle Jones,Female,37,65953,0
13113,Jacob Moore,Female,39,130146,0
13114,Erica Love,Male,22,36406,0
13115,Matthew Best,Female,51,146625,1
13116,Rachael Benjamin,Female,20,82929,1
13117,Victoria Lee,Female,29,80729,1
13118,Ms. Deborah Pruitt DVM,Female,37,97186,0
13119,Wendy Alvarez,Female,35,115402,0
13120,Gabrielle Kelly,Female,26,95584,1
13121,Brian Stevens,Male,35,111333,1
13122,Melanie Robbins,Female,44,80924,1
13123,Mark Hardy,Male,20,8469,0
13124,Cody Vasquez,Female,32,135547,1
13125,Jay Rodriguez,Female,21,120058,0
13126,Tammy Myers,Male,32,44809,1
13127,Jade Riley,Female,59,132980,1
13128,Jerry Gonzalez,Male,25,85096,1
13129,William Oneill,Male,42,82610,1
13130,Sean Walters,Female,36,69210,0
13131,Lindsey Allen,Female,56,111871,-1
13132,Michael Haney,Female,51,127949,-1
13133,Shannon Donovan,Male,24,9299,1
13134,Paul Flores,Male,44,126372,1
13135,Jeanne Hunter,Male,20,67172,1
13136,Daniel Clark,Male,36,58960,1
13137,Nicole Benson,Male,43,30909,0
13138,James Williamson,Female,25,109129,1
13139,Destiny Smith,Male,27,25654,1
13140,Gary Peters,Female,41,20230,-1
13141,Robert Wilkinson,Female,22,86588,0
13142,David Smith,Male,42,55580,0
13143,Ryan Lee,Female,37,142374,0
13144,David Carroll,Female,38,107938,1
13145,Emily Estrada,Male,39,12713,0
13146,Brandi Yang,Male,42,87657,1
13147,Arthur Mccullough,Female,52,62620,1
13148,Anna Bright,Female,30,45970,0
13149,Thomas Price,Female,44,84754,-1
13150,Andrea Ramirez,Female,24,21792,0
13151,Sarah Powell,Male,43,140363,1
13152,Jonathon Washington,Male,20,50726,0
13153,Melanie Smith,Female,28,94601,0
13154,Deanna Rodriguez,Male,38,10525,0
13155,Beth Santiago,Male,53,100159,1
13156,Michael Watts,Female,20,31799,0
13157,Candace Moon,Female,39,129737,1
13158,Joseph Johnson,Male,28,17616,-1
13159,David Smith,Female,29,115345,1
13160,Joseph Lyons,Female,22,22299,1
13161,Richard Crane,Female,53,64572,0
13162,Amanda Suarez,Female,55,62201,1
13163,Noah Cobb,Female,32,40135,0
13164,Peter Hudson,Male,26,132238,1
13165,Mark Coleman,Male,53,23600,0
13166,Lori Becker,Female,40,33281,1
13167,Brandon Hunter,Male,57,99537,1
13168,Charles Hess,Female,24,134126,1
13169,Kimberly Hill,Female,50,95708,0
13170,Joseph Stone,Female,45,94535,1
13171,Nicole Patterson,Male,56,142417,0
13172,Maria Bates,Male,45,99702,0
13173,Connie Bell,Male,50,93472,0
13174,Sherry Bush,Male,29,68661,-1
13175,Brian Jones,Male,48,93682,1
13176,Russell Martinez,Female,50,121382,0
13177,Joel Cooper,Female,22,83789,0
13178,Yolanda Tran,Male,49,111905,1
13179,Robert Blair,Male,24,29183,1
13180,Monica Robinson,Female,30,33454,1
13181,Amber Wiggins,Female,29,21805,0
13182,Carol Mcgee,Female,52,93755,0
13183,Marcus Smith,Female,30,94907,1
13184,Heidi Wall,Female,33,18938,0
13185,Kimberly Brown,Male,44,104571,1
13186,Desiree Forbes,Male,43,44217,0
13187,Charles Petersen,Male,51,42006,0
13188,David Robertson,Male,47,34259,1
13189,Anthony Hubbard,Male,54,41300,1
13190,Heather Mckay,Male,25,62768,1
13191,Jessica Pineda,Male,32,36786,0
13192,Rebecca Zuniga,Male,29,46359,1
13193,Casey Fisher,Male,29,113071,1
13194,Lauren English,Female,27,139613,-1
13195,Jamie Williams,Female,25,8724,0
13196,Dennis Simpson,Male,55,144097,-1
13197,Shane Cortez,Male,25,20880,0
13198,Pamela Thompson,Female,21,107842,0
13199,Jaime Andrade,Male,21,115625,-1
13200,Julia Allen,Female,55,13739,1
13201,Billy Jones,Female,53,86624,1
13202,Joan Larson,Female,45,83246,0
13203,Joseph Hernandez,Female,45,43097,0
13204,Helen Burgess,Male,25,10457,0
13205,Gary Duran DDS,Male,36,12901,1
13206,Kristina Sullivan,Male,49,10986,1
13207,Briana Roberts,Male,32,144236,0
13208,Tina Smith,Male,54,100265,1
13209,Laura Schultz,Male,35,73161,0
13210,Tammy Hodge,Female,28,65052,0
13211,Misty Miller,Male,46,121320,-1
13212,Crystal Thomas,Female,48,88992,-1
13213,Angela Medina,Female,32,89448,1
13214,David Hernandez,Female,30,132275,1
13215,David Wells,Male,38,21251,0
13216,James Martin,Male,33,114937,0
13217,Nicholas Novak,Male,52,84231,0
13218,Rebecca Jensen,Male,49,92943,0
13219,Mrs. Melissa Cox,Male,45,31558,0
13220,Michelle Bishop,Male,43,65531,1
13221,Christopher Hodge,Male,55,60837,0
13222,Cynthia Smith,Male,54,67276,1
13223,Joel Graves,Male,38,139934,-1
13224,Derek Thompson,Female,33,97432,1
13225,Krystal Benson,Male,31,40180,1
13226,Danielle Vaughan,Male,39,16560,0
13227,Gloria Morgan,Female,43,61457,1
13228,Louis Moody,Male,34,86222,1
13229,Shawn Valdez,Male,25,67175,-1
13230,Jeffrey Williams,Male,29,16240,1
13231,Sherry Vazquez,Female,34,68359,1
13232,Sabrina Rogers,Male,59,109883,0
13233,Ryan Rivera,Female,24,57311,-1
13234,Michelle Parsons,Female,30,21426,0
13235,Suzanne Lopez,Female,22,50249,0
13236,Trevor Lyons,Male,55,103706,0
13237,Matthew Spencer,Female,24,68465,1
13238,Mr. Nathaniel Myers,Female,22,128208,0
13239,Richard Villanueva,Male,37,70994,0
13240,Thomas Lee,Male,52,68916,0
13241,Bruce Sharp,Male,38,23201,1
13242,James Greer,Female,47,100668,0
13243,Rachel Moore,Male,57,120847,0
13244,Ethan Martin,Male,52,80044,0
13245,Dr. Sarah Ho DVM,Male,33,141940,0
13246,Timothy Conner,Female,52,81983,1
13247,Austin Torres,Male,44,85319,1
13248,Courtney Harmon,Female,58,55239,1
13249,Wesley Bradley,Male,27,99779,1
13250,James Mckay,Male,20,86168,0
13251,Karen Anderson,Male,44,66265,0
13252,Joshua Henderson,Female,50,135805,0
13253,David Norman,Female,27,98087,1
13254,Diane Riley,Female,59,8927,1
13255,Andrew Wagner,Female,40,122749,1
13256,Amy Tran,Male,21,89691,0
13257,Julie Smith,Female,43,116384,1
13258,Eileen Guzman,Female,33,106111,1
13259,Brian Hanson,Female,55,86479,0
13260,Nathan Greer,Female,47,77408,0
13261,Sean Lutz,Male,37,122103,-1
13262,Deborah Hudson,Female,38,133071,1
13263,Lisa Robinson,Male,20,38383,0
13264,Diana Gonzalez,Female,23,65764,1
13265,Jessica Holland,Male,44,29740,1
13266,Stephanie Dorsey,Female,53,146006,0
13267,Albert Thompson,Female,37,88886,1
13268,Madeline Thomas,Female,21,81583,1
13269,Andrew Cline,Female,27,24776,1
13270,Amy Smith,Female,43,131482,0
13271,Ann Carr,Female,59,123888,0
13272,Joshua Schultz,Male,41,63391,1
13273,Lisa Smith,Female,36,11281,1
13274,David Cameron,Male,23,13306,0
13275,Cynthia Lopez,Female,37,140611,1
13276,Bryan Robinson,Male,45,136958,0
13277,Kimberly Graham,Male,27,102999,1
13278,Eileen Nguyen,Female,47,94714,0
13279,Bonnie Waters,Female,42,60169,0
13280,Mark Martin,Female,27,103225,1
13281,Terry Jones,Female,56,92411,0
13282,Stephanie Wilson,Female,41,40977,1
13283,Zachary Johnson,Female,27,82096,1
13284,Paul Hernandez,Female,52,145982,1
13285,Jessica White,Male,39,109321,1
13286,Anita Whitaker,Male,44,121215,1
13287,Alicia Whitehead,Male,37,134925,0
13288,Timothy Lambert,Male,20,135953,1
13289,John King,Female,24,89798,0
13290,Aaron Crosby,Male,26,73833,-1
13291,Angela Mitchell,Female,51,133058,0
13292,Lawrence Johnson,Male,56,123066,1
13293,Kevin Davis,Female,21,13642,1
13294,Crystal Coleman,Male,50,92792,0
13295,Mark Owens,Male,33,97795,0
13296,Brenda Rivera,Male,41,134868,1
13297,Michelle Meyers,Female,31,49192,1
13298,Judith Mills,Female,47,22235,0
13299,Nicole Medina,Female,48,115422,0
13300,Eric Clark,Male,57,20844,0
13301,Connor Moore,Female,55,24161,0
13302,Diana Thomas,Female,25,140521,1
13303,Sarah Smith,Female,55,92713,1
13304,Austin Harris,Female,24,40332,1
13305,Shelby Brown,Female,36,55989,0
13306,Jorge Moody,Male,45,78285,0
13307,Corey White,Male,32,29034,1
13308,Chad Holmes,Female,45,86667,0
13309,Ryan Mccoy,Female,40,54604,1
13310,Tina Maxwell,Female,42,95770,0
13311,John Chavez,Male,42,132770,0
13312,Seth Robinson,Female,52,71159,0
13313,Janice Hardin,Male,28,22459,1
13314,Jennifer Smith,Male,23,47719,0
13315,Richard Crawford,Female,30,138900,1
13316,Teresa Montoya,Female,59,31130,0
13317,Erin Owen,Male,52,104628,0
13318,Richard Davis,Female,33,19662,0
13319,Kathleen Munoz,Male,53,94818,0
13320,Mark Rogers,Male,27,137924,0
13321,David Sherman,Male,38,18591,0
13322,Ann Rios,Male,46,108589,1
13323,Charles Smith,Male,54,46065,0
13324,Barbara Clark,Female,55,43690,0
13325,Christopher Harris,Female,45,40952,1
13326,Paul Roberts III,Male,30,107335,0
13327,Lindsey Cook,Male,26,70047,1
13328,Theresa Moran,Female,32,35234,0
13329,Eric Ochoa,Female,30,145325,0
13330,Antonio Schultz,Female,55,60716,1
13331,Lindsay Kidd,Male,20,37126,0
13332,John Larsen,Male,35,128648,-1
13333,James Combs,Female,39,15439,1
13334,Corey Morales,Male,45,145944,1
13335,Melissa Henderson,Female,31,54779,1
13336,Kim Miller,Male,58,58118,0
13337,Brittany Haney,Male,36,93596,0
13338,Roberto Bowers,Female,41,122125,1
13339,Samantha Jackson,Male,36,67014,1
13340,Tonya Dennis,Male,41,32558,0
13341,Susan Andrews,Male,35,46884,1
13342,Gregory Nguyen,Male,29,145825,-1
13343,Michelle Cochran,Female,55,114345,0
13344,Caleb Avila,Female,31,32067,-1
13345,Melissa Davis,Female,22,41783,0
13346,Peggy Hudson,Male,38,47075,1
13347,Christopher Stewart,Female,43,22755,1
13348,Jennifer Taylor,Female,51,34682,0
13349,William Swanson,Female,40,140375,1
13350,Jason Hall,Male,38,23749,0
13351,Lisa Jenkins,Male,35,148549,0
13352,Jodi Flynn,Male,34,135083,1
13353,Paul Miller,Male,21,95446,1
13354,Jacqueline Fitzgerald,Male,30,41995,1
13355,Jennifer Stafford,Female,25,102085,0
13356,Jennifer Bowen,Male,55,45672,1
13357,Lisa Caldwell,Female,56,57014,1
13358,Heather Morgan,Female,51,43686,0
13359,Raymond Austin,Female,55,80884,0
13360,Nicholas Alexander,Male,22,78881,1
13361,Nicholas Long,Male,53,51074,0
13362,Bethany Roberson,Male,25,149313,1
13363,Paul Bass,Female,37,73448,0
13364,Carrie Graham,Female,25,14415,1
13365,Chad Schultz,Female,21,111331,0
13366,Rhonda Green,Male,50,58977,1
13367,Keith Mitchell,Female,29,98919,0
13368,Sean Turner,Male,53,57963,1
13369,Ashley Pittman,Female,28,65219,0
13370,William Long,Female,31,76713,0
13371,Cheryl Bridges,Male,25,123226,0
13372,Michelle Fields,Male,41,90476,0
13373,Maria Bryant,Female,37,57364,0
13374,Bruce Koch,Female,24,95904,0
13375,Maria Rodriguez,Male,34,148744,0
13376,Jeremiah Kim,Male,49,118657,0
13377,Stephen Mejia,Female,48,128532,0
13378,Deborah Wagner,Female,45,72054,1
13379,Joshua Goodwin,Male,49,128912,1
13380,Andrew Carey,Male,30,57994,1
13381,Thomas Ellis,Female,28,14040,0
13382,Mr. Ethan Owens,Female,21,136834,1
13383,Daniel Mejia,Female,58,49964,1
13384,Laura Alvarez,Female,36,89372,0
13385,Melissa Jensen,Female,30,10792,0
13386,Tanya Gould,Male,47,115874,0
13387,Mr. Matthew Mckay DDS,Male,43,111597,0
13388,Stacey Mcgee,Male,35,135731,0
13389,Laura Austin,Male,31,35717,1
13390,Michelle Moore DVM,Male,42,131320,0
13391,Nicholas Taylor,Male,46,107912,0
13392,Gregory Jones,Female,35,135078,0
13393,Daniel Foley,Male,55,127384,1
13394,Jason Harvey,Female,55,16902,1
13395,Alicia Pennington,Male,58,34767,0
13396,Renee Martinez,Male,41,73461,1
13397,Janet Smith,Male,21,50136,1
13398,Sean Hernandez,Female,49,111541,0
13399,Dr. Gregory Murphy MD,Male,37,60933,1
13400,Suzanne Farrell,Male,42,74411,1
13401,Anthony Marshall,Male,39,35487,0
13402,Alexander Wells,Female,54,33776,0
13403,Matthew Chang PhD,Male,38,111246,1
13404,Anthony White,Male,45,53204,0
